"","nuc.power1","nuc.power2","CO2Price","ban.fuel.explore1","ban.fuel.explore2","RFS1","RFS2","id","p1.utility","p2.utility","p3.utility","p4.utility","group.score","group.sd","predicted.probability"
"131",0,1,150,0,0,0,1,43,-41.7594704078062,-19.688591869474,-0.128149152173383,-0.792765454736803,-15.5922442210476,19.6610155588788,9.67985229152835e-06
"132",1,0,120,1,0,0,1,19,-40.4597202084298,-20.269338699022,-1.97693676858539,0.69365669266857,-15.5030847458422,19.068664895471,9.3714197350276e-06
"133",1,0,30,1,0,0,1,30,-40.4597202084298,-20.269338699022,-1.97693676858539,0.69365669266857,-15.5030847458422,19.068664895471,9.3714197350276e-06
"134",1,0,90,1,0,0,1,48,-40.4597202084298,-20.269338699022,-1.97693676858539,0.69365669266857,-15.5030847458422,19.068664895471,9.3714197350276e-06
"135",1,0,0,1,0,0,1,64,-40.4597202084298,-20.269338699022,-1.97693676858539,0.69365669266857,-15.5030847458422,19.068664895471,9.3714197350276e-06
"136",1,0,60,1,0,0,1,95,-40.4597202084298,-20.269338699022,-1.97693676858539,0.69365669266857,-15.5030847458422,19.068664895471,9.3714197350276e-06
"137",0,1,90,1,0,0,1,1,-40.3792379833657,-20.6641913062911,-1.49571729105135,-0.387263426819059,-15.7316025018818,18.8851399829595,7.18322544848406e-06
"138",0,1,0,1,0,0,1,9,-40.3792379833657,-20.6641913062911,-1.49571729105135,-0.387263426819059,-15.7316025018818,18.8851399829595,7.18322544848406e-06
"139",0,1,60,1,0,0,1,79,-40.3792379833657,-20.6641913062911,-1.49571729105135,-0.387263426819059,-15.7316025018818,18.8851399829595,7.18322544848406e-06
"140",0,1,120,1,0,0,1,114,-40.3792379833657,-20.6641913062911,-1.49571729105135,-0.387263426819059,-15.7316025018818,18.8851399829595,7.18322544848406e-06
"141",0,1,30,1,0,0,1,133,-40.3792379833657,-20.6641913062911,-1.49571729105135,-0.387263426819059,-15.7316025018818,18.8851399829595,7.18322544848406e-06
"142",0,0,150,0,0,0,1,36,-42.2907099722485,-21.5420190437726,-2.160980303124,-0.410859468110051,-16.6011421968138,19.6214991514987,3.50454776551762e-06
"143",1,0,90,0,0,0,1,31,-40.611381914532,-19.9459441044527,-1.93074064464055,-3.13510476283125,-16.4057928566141,18.1115203808717,3.12557181457855e-06
"144",1,0,60,0,0,0,1,65,-40.611381914532,-19.9459441044527,-1.93074064464055,-3.13510476283125,-16.4057928566141,18.1115203808717,3.12557181457855e-06
"145",1,0,0,0,0,0,1,76,-40.611381914532,-19.9459441044527,-1.93074064464055,-3.13510476283125,-16.4057928566141,18.1115203808717,3.12557181457855e-06
"146",1,0,120,0,0,0,1,87,-40.611381914532,-19.9459441044527,-1.93074064464055,-3.13510476283125,-16.4057928566141,18.1115203808717,3.12557181457855e-06
"147",1,0,30,0,0,0,1,153,-40.611381914532,-19.9459441044527,-1.93074064464055,-3.13510476283125,-16.4057928566141,18.1115203808717,3.12557181457855e-06
"148",0,0,60,1,0,0,1,68,-40.9104775478079,-22.5176184805897,-3.52854844200197,-0.00535744019230844,-16.740500477648,18.9048809664619,2.63244105265922e-06
"149",0,0,120,1,0,0,1,74,-40.9104775478079,-22.5176184805897,-3.52854844200197,-0.00535744019230844,-16.740500477648,18.9048809664619,2.63244105265922e-06
"150",0,0,90,1,0,0,1,88,-40.9104775478079,-22.5176184805897,-3.52854844200197,-0.00535744019230844,-16.740500477648,18.9048809664619,2.63244105265922e-06
"151",0,0,0,1,0,0,1,150,-40.9104775478079,-22.5176184805897,-3.52854844200197,-0.00535744019230844,-16.740500477648,18.9048809664619,2.63244105265922e-06
"152",0,0,30,1,0,0,1,155,-40.9104775478079,-22.5176184805897,-3.52854844200197,-0.00535744019230844,-16.740500477648,18.9048809664619,2.63244105265922e-06
"153",0,1,30,0,0,0,1,32,-40.5308996894679,-20.3407967117217,-1.44952116710652,-4.21602488231888,-16.6343106126537,17.9775476608513,2.42022281138915e-06
"154",0,1,120,0,0,0,1,41,-40.5308996894679,-20.3407967117217,-1.44952116710652,-4.21602488231888,-16.6343106126537,17.9775476608513,2.42022281138915e-06
"155",0,1,60,0,0,0,1,52,-40.5308996894679,-20.3407967117217,-1.44952116710652,-4.21602488231888,-16.6343106126537,17.9775476608513,2.42022281138915e-06
"156",0,1,90,0,0,0,1,130,-40.5308996894679,-20.3407967117217,-1.44952116710652,-4.21602488231888,-16.6343106126537,17.9775476608513,2.42022281138915e-06
"157",0,1,0,0,0,0,1,157,-40.5308996894679,-20.3407967117217,-1.44952116710652,-4.21602488231888,-16.6343106126537,17.9775476608513,2.42022281138915e-06
"158",0,0,30,0,0,0,1,3,-41.0621392539101,-22.1942238860203,-3.48235231805714,-3.83411889569213,-17.6432085884199,17.8920733119977,8.68009029488358e-07
"159",0,0,120,0,0,0,1,46,-41.0621392539101,-22.1942238860203,-3.48235231805714,-3.83411889569213,-17.6432085884199,17.8920733119977,8.68009029488358e-07
"160",0,0,90,0,0,0,1,96,-41.0621392539101,-22.1942238860203,-3.48235231805714,-3.83411889569213,-17.6432085884199,17.8920733119977,8.68009029488358e-07
"161",0,0,60,0,0,0,1,120,-41.0621392539101,-22.1942238860203,-3.48235231805714,-3.83411889569213,-17.6432085884199,17.8920733119977,8.68009029488358e-07
"162",0,0,0,0,0,0,1,126,-41.0621392539101,-22.1942238860203,-3.48235231805714,-3.83411889569213,-17.6432085884199,17.8920733119977,8.68009029488358e-07
